,county,case_id,state,areaname,median_family_income,total_cost,index
753,Hendricks,735,IN,"Indianapolis-Carmel, IN HUD Metro FMR Area",96064.7109375,84968.8086,0.4536850087716981
754,Hendry,351,FL,"Hendry County, FL",46288.29296875,64843.40424,0.16644187204184419
755,Hennepin,1362,MN,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",108344.5234375,92792.94383999999,0.47919213593999666
756,Henrico,2892,VA,"Richmond, VA MSA",93673.234375,83507.87580000001,0.44757911349559626
757,Henry,34,AL,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",65744.591796875,66434.832132,0.35651455502025337
758,Herkimer,1877,NY,"Utica-Rome, NY MSA",71906.578125,73347.831,0.3501321143258767
759,Hernando,352,FL,"Tampa-St. Petersburg-Clearwater, FL MSA",58703.64453125,73006.80036,0.22863891048234308
760,Hertford,1963,NC,"Hertford County, NC",49934.55078125,67802.12652,0.18203802014320816
761,Hettinger,2038,ND,"Hettinger County, ND",78210.2578125,69196.92048,0.45345644172873323
762,Hickman,1052,KY,"Hickman County, KY",58566.5625,66485.658,0.28157800632581037
763,Hickory,1548,MO,"Hickory County, MO",49351.3125,58600.36308,0.254887868126721
764,Hidalgo,1835,NM,"Hidalgo County, NM",49858.564453125,59751.36581999999,0.24955749180184625
765,Highland,2106,OH,"Highland County, OH",57605.96875,65596.99314,0.27971000579301747
766,Highlands,353,FL,"Sebring, FL MSA",51050.7109375,64323.44244,0.22145114121431161
767,Hill,1641,MT,"Hill County, MT",64163.79296875,66597.57654000001,0.33848700213894206
768,Hillsborough,354,FL,"Manchester, NH HUD Metro FMR Area | Nashua, NH HUD Metro FMR Area | Hillsborough County, NH (part) HUD Metro FMR Area |",88628.953125,78808.9767,0.4495610537919073
769,Hillsdale,1282,MI,"Hillsdale County, MI",61828.27734375,64478.905920000005,0.33534132813241685
770,Hinds,1447,MS,"Jackson, MS HUD Metro FMR Area",58186.125,68369.93508,0.26100924305019374
771,Hinsdale,272,CO,"Hinsdale County, CO",66626.6328125,73190.49336,0.3018615573098272
772,Hitchcock,1720,NE,"Hitchcock County, NE",67225.2734375,79259.8686,0.2590203110929004
773,Hocking,2107,OH,"Hocking County, OH HUD Metro FMR Area",68064.1875,66788.3214,0.37684284545711766
774,Hockley,2662,TX,"Hockley County, TX",58125.54296875,61744.51668,0.3232767711120472
775,Hodgeman,936,KS,"Hodgeman County, KS",81688.1171875,66683.67252,0.5187659690750565
776,Hoke,1964,NC,"Hoke County, NC HUD Metro FMR Area",58082.4140625,70875.22704,0.239265751533251
777,Holmes,355,FL,"Holmes County, FL",52149.7578125,62992.4438,0.24503548385164745
778,Holt,1549,MO,"Holt County, MO",68157.1171875,73371.13656,0.31469439018674555
779,Honolulu,554,HI,"Urban Honolulu, HI MSA",103898.3671875,116321.46192,0.2900629175276422
780,Hood,2663,TX,"Hood County, TX HUD Metro FMR Area",81502.265625,72810.37848,0.4459577614979493
781,Hood River,2249,OR,"Hood River County, OR",79189.8515625,89889.78276,0.2816303443881364
782,Hooker,1722,NE,"Hooker County, NE",62893.09375,80408.23991999999,0.21353556890558803
783,Hoonah-Angoon Census Area,77,AK,"Hoonah-Angoon Census Area, AK",69310.7578125,78684.54935999999,0.28156321840033705
784,Hopewell city,2961,VA,"Richmond, VA MSA",48128.36328125,75252.44532,0.11523764297900964
785,Hopkins,1053,KY,"Hopkins County, KY",62497.767578125,62639.33177999999,0.3621180742311699
786,Horry,2371,SC,"Myrtle Beach-North Myrtle Beach-Conway, SC HUD Metro FMR Area",62654.87109375,64484.493,0.34411935152504136
787,Hot Spring,141,AR,"Hot Spring County, AR",55575.93359375,60535.07291999999,0.3072103070642063
788,Hot Springs,3157,WY,"Hot Springs County, WY",78295.484375,82003.73808000001,0.33250702804082316
789,Houghton,1283,MI,"Houghton County, MI",65154.16796875,70862.39628,0.3081532524024879
790,Houston,35,AL,"Dothan, AL HUD Metro FMR Area",64235.77265625,67619.51704800001,0.32918451437801055
791,Howard,142,AR,"Baltimore-Columbia-Towson, MD MSA",78165.37220982143,72036.97548,0.4223132723937816
792,Howell,1551,MO,"Howell County, MO",48416.90234375,57224.789639999995,0.25758654068370773
793,Hubbard,1364,MN,"Hubbard County, MN",69952.5234375,65204.6412,0.4138644212459678
794,Hudson,1810,NJ,"Jersey City, NJ HUD Metro FMR Area",78058.2890625,94387.85616,0.24443018395977897
795,Hudspeth,2667,TX,"Hudspeth County, TX HUD Metro FMR Area",32870.75390625,64168.04471999999,0.027495852922361404
796,Huerfano,273,CO,"Huerfano County, CO",52459.515625,68518.65264,0.2021294096871007
797,Hughes,2190,OK,"Hughes County, OK",72499.052734375,69589.04232,0.39249868843985186
798,Humboldt,198,CA,"Humboldt County, CA",75082.890625,74406.98120000001,0.36993701296981535
799,Humphreys,1449,MS,"Humphreys County, MS",46689.78125,60206.70576,0.2089307047460545
800,Hunt,2668,TX,"Dallas, TX HUD Metro FMR Area",68009.765625,71640.73044,0.3287419916805673
801,Hunterdon,1811,NJ,"Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area",146943.9375,97518.62364,0.7130137203145566
802,Huntingdon,2302,PA,"Huntingdon County, PA",65400.60546875,67325.18664,0.34397233565497726
803,Huntington,738,IN,"Huntington County, IN",67793.109375,64653.1512,0.3971505998802969
804,Huron,1284,MI,"Huron County, MI",64246.96484375,61736.62439999999,0.39170260290473613
805,Hutchinson,2424,SD,"Hutchinson County, SD",70997.318359375,66036.0,0.41546034609202753
806,Hyde,1965,NC,"Hyde County, NC",59344.3828125,70469.0055,0.2548652462507579
807,Iberia Parish,1142,LA,"Iberia Parish, LA HUD Metro FMR Area",56205.37890625,66359.3934,0.2582081559159832
808,Iberville Parish,1143,LA,"Iberville Parish, LA HUD Metro FMR Area",58761.1484375,70223.87424,0.25116687094948636
809,Ida,842,IA,"Ida County, IA",77191.6484375,64711.81884,0.49660148304454077
810,Idaho,582,ID,"Idaho County, ID",52979.08984375,70614.96276,0.19153488981008876
811,Imperial,199,CA,"El Centro, CA MSA",56738.30078125,71366.88828,0.2223929318364866
812,Independence,143,AR,"Independence County, AR",55982.5546875,58757.065559999995,0.3311288547622606
813,Indian River,356,FL,"Sebastian-Vero Beach, FL MSA",71933.2734375,73471.34808,0.34924656345812427
814,Indiana,2303,PA,"Indiana County, PA",67111.296875,66402.40871999999,0.3710341014395604
815,Ingham,1285,MI,"Lansing-East Lansing, MI MSA",75015.8046875,70359.97944,0.4092852463846797
816,Inyo,200,CA,"Inyo County, CA",76379.4296875,78531.41616,0.3447880582371155
817,Ionia,1286,MI,"Ionia County, MI",67562.0703125,65372.784479999995,0.3867586425586362
818,Iosco,1287,MI,"Iosco County, MI",52030.30078125,65652.10740000001,0.22066464653448253
819,Iowa,843,IA,"Iowa County, IA",79275.078125,70884.05568,0.44526828692273895
820,Iredell,1966,NC,"Iredell County, NC HUD Metro FMR Area",75772.578125,75808.27584,0.36335122761394345
821,Irion,2670,TX,"San Angelo, TX MSA",72875.8984375,76720.67016000001,0.3291342303027664
822,Iron,1288,MI,"Iron County, MI",58286.49609375,70204.46841,0.24666620146276372
823,Iroquois,639,IL,"Iroquois County, IL",68963.6875,69486.30504,0.3584917537333926
824,Irwin,470,GA,"Irwin County, GA",57502.2578125,60138.168359999996,0.33346485051712865
825,Isabella,1289,MI,"Isabella County, MI",65256.84765625,65116.14708,0.36516512743693635
826,Isanti,1365,MN,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",86892.0703125,89223.81156,0.34566290509913095
827,Island,2997,WA,"Island County, WA",79322.3125,79068.40355999999,0.36588919187032315
828,Isle of Wight,2895,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",96625.359375,81585.6636,0.4907358589250666
829,Issaquena,1450,MS,"Issaquena County, MS",50343.2265625,59560.6794,0.2570075538700404
830,Itasca,1366,MN,"Itasca County, MN",70709.296875,65697.81732,0.41625317008427865
831,Itawamba,1451,MS,"Itawamba County, MS",54612.76953125,59766.4644,0.30424042329566287
832,Izard,144,AR,"Izard County, AR",55833.66796875,59564.487120000005,0.32050394780368135
833,Jack,2671,TX,"Jack County, TX",64797.859375,63497.94348,0.37778620131497004
834,Jackson,36,AL,"Jackson County, AL",62694.114639945656,68528.17257391305,0.30499642631868323
835,Jackson Parish,1144,LA,"Jackson Parish, LA",52797.33984375,65359.64928,0.23119783611620398
836,James City,2896,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",106618.4296875,92528.5098,0.4686341042134845
837,Jasper,472,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",62660.13427734375,67785.304725,0.31156153149293664
838,Jay,741,IN,"Jay County, IN",61697.87109375,64098.430680000005,0.3378621745598476
839,Jeff Davis,473,GA,"Jeff Davis County, GA",53579.783203125,63421.50606,0.25671652428179853
840,Jefferson,37,AL,"Beaumont-Port Arthur, TX HUD Metro FMR Area",67613.333046875,71864.8400976,0.3228992637010979
841,Jefferson Davis,1455,MS,"Jefferson Davis County, MS",48967.28125,60037.94676,0.23657983319075748
842,Jefferson Davis Parish,1146,LA,"Jefferson Davis Parish, LA",61899.12890625,65964.18467999999,0.321199938021869
843,Jefferson Parish,1145,LA,"New Orleans-Metairie, LA HUD Metro FMR Area",69595.1875,73389.27900000001,0.32804225122965847
844,Jenkins,475,GA,"Jenkins County, GA",40697.22265625,60193.6218,0.14042768570334102
845,Jennings,743,IN,"Jennings County, IN",66128.625,65260.55208000001,0.37284410786056477
846,Jerauld,2427,SD,"Jerauld County, SD",70915.6875,69221.38212,0.3805465818435175
847,Jerome,584,ID,"Jerome County, ID HUD Metro FMR Area",62488.52734375,68683.55184,0.3015067595961421
848,Jersey,643,IL,"St. Louis, MO-IL HUD Metro FMR Area",86755.5078125,73456.26156,0.48846645290686963
849,Jessamine,1056,KY,"Lexington-Fayette, KY MSA",71029.6640625,71876.73024,0.3555528637215826
850,Jewell,939,KS,"Jewell County, KS",54479.28125,66891.07920000001,0.2357817425430502
851,Jim Hogg,2676,TX,"Jim Hogg County, TX",45156.73046875,61101.633239999996,0.18380820626516897
852,Jim Wells,2677,TX,"Jim Wells County, TX",56662.31640625,62172.23844,0.30259104564429395
853,Jo Daviess,644,IL,"Jo Daviess County, IL",76945.2109375,69187.08756,0.4409644065770366
854,Johnson,147,AR,"Fort Worth-Arlington, TX HUD Metro FMR Area",70803.84895833333,70758.41094,0.3641184111056785
855,Johnston,1968,NC,"Johnston County, OK",61132.6015625,71344.20372,0.26502080804231604
856,Jones,477,GA,"Abilene, TX MSA",61441.334635416664,66745.9999,0.30889648146346005
857,Josephine,2252,OR,"Grants Pass, OR MSA",55987.69140625,87035.27927999999,0.11779964998256558
858,Juab,2818,UT,"Provo-Orem, UT MSA",70976.2734375,71901.87636000001,0.3548028405336125
859,Judith Basin,1643,MT,"Judith Basin County, MT",59620.6015625,72083.17848,0.2445083090913479
860,Juneau City and Borough,78,AK,"Juneau City and Borough, AK",111667.3359375,93336.01019999999,0.4990476906060102
861,Juneau,3105,WI,"Juneau County, WI",66105.0078125,69908.72724000001,0.32617323482507193
862,Juniata,2305,PA,"Juniata County, PA",71306.90625,68711.06496,0.38971545758105774
863,Kalamazoo,1291,MI,"Kalamazoo-Portage, MI MSA",79515.3515625,72649.4532,0.42881596617782236
864,Kalawao,555,HI,"Kahului-Wailuku-Lahaina, HI MSA",129636.7890625,90742.18428,0.6591121919871317
865,Kalkaska,1292,MI,"Kalkaska County, MI",55518.4296875,64906.3674,0.2639823168758903
866,Kanabec,1368,MN,"Kanabec County, MN",71166.234375,66910.8618,0.4075111823683894
867,Kanawha,3041,WV,"Charleston, WV HUD Metro FMR Area",63683.75,83286.72588,0.2014462046071965
868,Kandiyohi,1369,MN,"Kandiyohi County, MN",74805.3046875,65490.46140000001,0.46171084465248646
869,Kane,646,IL,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",84836.8828125,83814.21948,0.37208585217585977
870,Kankakee,647,IL,"Kankakee, IL MSA",75231.4375,76251.036,0.35445927006127964
871,Karnes,2680,TX,"Karnes County, TX",74725.2109375,62278.053,0.5014344967653033
872,Kauai,556,HI,"Kauai County, HI",95085.1171875,111040.89420000001,0.264633918517276
873,Kaufman,2681,TX,"Dallas, TX HUD Metro FMR Area",81456.0546875,77675.37779999999,0.3972240608840314
874,Kay,2194,OK,"Kay County, OK",59270.453125,70680.12396,0.2524105147657705
875,Kearney,1726,NE,"Kearney County, NE",80353.2421875,73700.4348,0.42589418598944506
876,Kearny,941,KS,"Kearny County, KS",59122.58984375,64468.4028,0.3065212602232759
877,Keith,1727,NE,"Keith County, NE",68112.453125,78573.04536,0.271913019983206
878,Kemper,1457,MS,"Kemper County, MS",38361.1953125,60115.76508,0.11424735075419624
879,Kenai Peninsula Borough,79,AK,"Kenai Peninsula Borough, AK",90893.6171875,85686.17352,0.4055645752558026
880,Kendall,648,IL,"Kendall County, IL HUD Metro FMR Area",106330.91796875,84974.54148,0.5369055954558589
881,Kenedy,2683,TX,"Kenedy County, TX",41779.5,61368.26988,0.1436634033948382
882,Kennebec,1190,ME,"Kennebec County, ME",73432.4375,68519.3676,0.4130981546396292
883,Kenosha,3106,WI,"Kenosha County, WI HUD Metro FMR Area",81019.65625,80184.27576,0.37085669872992644
884,Kent,323,DE,"Dover, DE MSA",82025.1234375,74059.036848,0.43781549709713996
885,Kenton,1058,KY,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",84686.453125,75285.5904,0.44974340084330316
886,Keokuk,849,IA,"Keokuk County, IA",70694.921875,64059.3042,0.4350732961573902
887,Kern,201,CA,"Bakersfield, CA MSA",61059.18359375,70064.07252,0.27508943967529986
888,Kerr,2685,TX,"Kerr County, TX",67776.6796875,63563.34264,0.40936392212611555
889,Kershaw,2373,SC,"Kershaw County, SC HUD Metro FMR Area",63838.80078125,64050.12731999999,0.36140165337809754
890,Ketchikan Gateway Borough,80,AK,"Ketchikan Gateway Borough, AK",93116.6953125,89504.70852000001,0.3914911216752252
891,Kewaunee,3107,WI,"Green Bay, WI HUD Metro FMR Area",83004.5078125,74519.00448,0.4421621999542507
892,Keweenaw,1294,MI,"Keweenaw County, MI",65545.390625,73114.9818,0.2923166074398784
893,Keya Paha,1728,NE,"Keya Paha County, NE",59775.65234375,80892.52823999999,0.18374515914034528
894,Kidder,2039,ND,"Kidder County, ND",65425.25,67271.07827999999,0.34476339171347903
895,Kimball,1729,NE,"Kimball County, NE",67385.4609375,79126.2948,0.2614025665675058
896,Kimble,2686,TX,"Kimble County, TX",58644.08984375,60014.958719999995,0.34793160911137694
897,King,2687,TX,"King County, TX",86617.396484375,84546.65994000001,0.38055734454156215
898,King George,2898,VA,"King George County, VA",103466.0703125,81157.1976,0.5531431749248239
899,King William,2899,VA,"Richmond, VA MSA",77346.6953125,83492.96352,0.31293637773378485
900,King and Queen,2897,VA,"King and Queen County, VA",75361.84375,70563.64224,0.41054432952220205
901,Kingfisher,2195,OK,"Kingfisher County, OK",68692.609375,72706.36236,0.32562514652597485
902,Kingman,942,KS,"Kingman County, KS HUD Metro FMR Area",77058.1640625,71244.20135999999,0.4199237317210602
903,Kings,202,CA,"Hanford-Corcoran, CA MSA",66035.18359375,94302.1605,0.15707043782801364
904,Kingsbury,2429,SD,"Kingsbury County, SD",73825.7109375,70137.50784,0.3999208183818282
905,Kinney,2688,TX,"Kinney County, TX",54885.90625,60830.80296,0.2963154020228991
906,Kiowa,276,CO,"Kiowa County, CO",58678.31640625,67388.49064,0.27458661440152715
907,Kit Carson,277,CO,"Kit Carson County, CO",61758.453125,68184.35508,0.298717711185286
908,Kitsap,3000,WA,"Bremerton-Silverdale, WA MSA",91497.390625,88040.70947999999,0.39073778204255905
909,Kittitas,3001,WA,"Kittitas County, WA",79299.71875,74133.38928,0.41171016765003166
910,Kittson,1370,MN,"Kittson County, MN",76782.96875,65280.47868,0.4851243649868286
911,Klamath,2253,OR,"Klamath County, OR",56430.25390625,75848.91156000001,0.1872127745768642
912,Kleberg,2689,TX,"Kleberg County, TX",53730.7265625,63939.70896,0.2536243743991284
913,Klickitat,3002,WA,"Klickitat County, WA",68787.078125,80041.24596,0.266762491174909
914,Knott,1059,KY,"Knott County, KY",41134.65234375,61684.337159999995,0.13405346454211095
915,Knox,649,IL,"Knox County, IL",64140.80295138889,66866.63268000001,0.3355779443497495
916,Kodiak Island Borough,81,AK,"Kodiak Island Borough, AK",100100.140625,93167.60627999999,0.41496322902626526
917,Koochiching,1371,MN,"Koochiching County, MN",66320.640625,65529.49788,0.37199730193625474
918,Kootenai,585,ID,"Coeur d'Alene, ID MSA",69526.390625,75227.11752,0.31144343383874284
919,Kosciusko,746,IN,"Kosciusko County, IN",72224.890625,66799.19232,0.419660359902192
920,Kossuth,850,IA,"Kossuth County, IA",69462.7265625,66742.36836,0.3917694583130156
921,Kusilvak Census Area,82,AK,Kusilvak Census Area,37315.88671875,73243.06883999999,0.02557944559644237
922,La Crosse,3108,WI,"La Crosse-Onalaska, WI-MN MSA",81392.390625,77765.14848,0.3958253845552047
923,La Paz,103,AZ,"La Paz County, AZ",45610.5859375,77100.04740000001,0.08216539334374832
924,La Plata,279,CO,"La Plata County, CO",93535.640625,81391.72728,0.46651584156587605
925,La Salle,651,IL,"La Salle County, IL",64457.462890625,65719.55496000001,0.35043908003267293
926,La Salle Parish,1149,LA,"La Salle Parish, LA",52895.91796875,65008.55976,0.23525002338088252
927,LaGrange,747,IN,"LaGrange County, IN",74135.8125,67864.30908,0.42737208052711545
928,LaMoure,2040,ND,"LaMoure County, ND",80258.78125,67031.83271999999,0.4996831635262052
929,LaPorte,749,IN,"Michigan City-La Porte, IN MSA",69115.6640625,69601.94184,0.3588602356394728
930,Labette,944,KS,"Labette County, KS",59384.4296875,63370.59108,0.3203196199490573
931,Lac qui Parle,1372,MN,"Lac qui Parle County, MN",70157.890625,66073.38612000001,0.40628433938910136
932,Lackawanna,2306,PA,"Scranton--Wilkes-Barre, PA MSA",71388.0234375,70219.20996,0.37514869509877713
933,Laclede,1558,MO,"Laclede County, MO",57723.02734375,58447.75464,0.3551292508013131
934,Lafayette,148,AR,"Kansas City, MO-KS HUD Metro FMR Area",64878.56484375,67076.922984,0.34108616408091086
935,Lafayette Parish,1147,LA,"Lafayette, LA HUD Metro FMR Area",75862.9375,71995.50132000001,0.40070135888276487
936,Lafourche Parish,1148,LA,"Houma-Thibodaux, LA MSA",68668.9921875,69868.36488,0.35184381676965865
937,Lake,203,CA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",68943.9248046875,72302.86445,0.3316551164910457
938,Lake and Peninsula Borough,83,AK,"Lake and Peninsula Borough, AK",49140.8125,73885.45488,0.13283844095230407
939,Lake of the Woods,1374,MN,"Lake of the Woods County, MN",66348.3671875,67347.1608,0.35345369235256985
940,Lamar,38,AL,"Hattiesburg, MS MSA",65000.1416015625,65360.46651,0.3598759772655325
941,Lamb,2692,TX,"Lamb County, TX",58590.6953125,61320.348,0.33299358674719864
942,Lamoille,2843,VT,"Lamoille County, VT",78993.7265625,81830.76947999999,0.3397793611636235
943,Lampasas,2693,TX,"Lampasas County, TX HUD Metro FMR Area",75031.203125,64021.87152,0.482202566905645
944,Lancaster,1731,NE,"Lancaster County, SC HUD Metro FMR Area",78044.681640625,74078.52852,0.4005787391314141
945,Lander,1777,NV,"Lander County, NV",101158.796875,79281.69636,0.5538714950985584
946,Lane,945,KS,"Eugene-Springfield, OR MSA",71346.44140625,76995.25758,0.31310761662554154
947,Langlade,3110,WI,"Langlade County, WI",63810.05078125,69804.15432,0.30448872835292506
948,Lanier,479,GA,"Valdosta, GA MSA",57282.51953125,64071.439320000005,0.2906426427080031
949,Lapeer,1296,MI,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",75180.09375,69807.27528,0.41672579141149074
